Genome	DNA-1-S1-22_S63_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1-22_S958_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S67_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S1_S962_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S64_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2-22_S959_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S68_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S2_S963_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S65_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3-22_S960_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S69_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S3_S964_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S66_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4-22_S961_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S70_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-1-S4_S965_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S71_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S1_S966_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S72_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S2_S967_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S73_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S3_S968_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S74_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-3-S4_S969_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S75_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S1_S970_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S76_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S2_S971_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S77_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S3_S972_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S78_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-4-S4_S973_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S79_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S1_S974_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S80_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S2_S975_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S81_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S3_S976_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S82_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-5-S4_S977_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S83_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S1_S978_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S84_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S2_S979_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S85_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S3_S980_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S86_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-6-S4_S981_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S87_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S1_S982_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S88_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S2_S983_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S89_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S3_S984_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S90_L000_R1_001.anqdpht.fastq.gz Trimmed Mean	DNA-8-S4_S985_L000_R1_001.anqdpht.fastq.gz Trimmed Mean
bcn_bin_70	1.1914961	1.0929438	2.1121776	1.9014695	0.59982693	0.5130669	0.7073968	0.6035848	0	0	0.38734275	0.34229514	0	0	0	0	0.5697427	0.51259375	0	0	0.3370349	0.29384774	12.923303	11.824096	1.2877123	1.1615467	0	0	0.2349485	0.2179736	2.8085148	2.5481648	1.1627537	1.0464052	0.15776609	0.14244123	0.35862848	0.33001748	1.124199	1.003667	0.39016473	0.3395991	0	0	0.24724889	0.2390106	1.3542494	1.2531279	2.2264538	2.015922	0	0	0.29434654	0.26711342	1.852337	1.6822385
bcn_bin_71	0.29458618	0.26150164	2.926295	2.627695	0	0	0	0	0	0	0	0	0	0	0	0	0.26164758	0.23513837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38235816	0.33871758	0	0	0	0	0.9768324	0.90066195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bcn_bin_72	0	0	0.11620603	0.10852544	0.23147859	0.22478592	0.19056393	0.1772395	1.0094486	0.91767853	0.14872655	0.13070321	0.903157	0.84267014	1.7475709	1.6135256	0.1852747	0.17708404	2.0707996	1.8662076	0.32697618	0.31170386	0.64673674	0.58416015	0.5891606	0.49724364	0.3114481	0.28222948	0.09218136	0.07508362	0	0	0.63296884	0.56826884	0	0	0.15052617	0.1253359	0.16436282	0.15674528	0	0	0.5391476	0.50695807	0.2469465	0.19599715	0.13081713	0.11746046	1.2523761	1.1285726	0.47148597	0.40608528	0.120063156	0.10036845	0.29443848	0.2571352
bcn_bin_80_1	0.2420175	0.21350926	0.6287966	0.5639394	0	0	0	0	0	0	0.09084663	0.07765199	0	0	0	0	0.18001148	0.15423843	0	0	0.069825366	0.07526179	0	0	0	0	0	0	0.24751748	0.24292485	0.32332662	0.29575485	0	0	1.1660624	1.0573775	0.34348515	0.31576005	0	0	0	0	0	0	0.30338156	0.26449007	0	0	0	0	0	0	0.2303348	0.21467768	0	0
bcn_bin_81	2.090629	1.9614104	4.469994	4.0717926	0.66640323	0.589463	0.9145396	0.8422706	0	0	0.292879	0.2777228	0	0	0	0	1.2896739	1.1854088	0	0	0.34638587	0.32544416	10.808331	9.941853	2.432428	2.239994	0	0	0.12485579	0.12087762	2.538793	2.368139	0.45006526	0.4112156	0.5755623	0.5162512	0.3212308	0.29425642	0	0	3.3459086	3.0493033	0	0	0.22324397	0.2034928	0	0	0.09786637	0.07352283	0	0	0.1992836	0.18885325	0	0
bcn_bin_82_1	0.2021415	0.18121631	0.4050667	0.37828344	0.27523038	0.23977128	0.19738889	0.16080767	0.31020314	0.27082005	0.40857095	0.37918836	0.25967655	0.25714228	0.5703625	0.51978874	0.4436378	0.39299312	0.41357216	0.3602054	0.29730323	0.27699527	0.8377566	0.7659764	0.5327819	0.48535302	0.17147684	0.14959137	0.18346716	0.15760313	0.3984826	0.35725835	0.38718617	0.3751126	0	0	0.29813072	0.28012896	0.30355242	0.26856998	0	0	0.4871373	0.4355316	0.69471675	0.6404563	0.24519648	0.21429871	0.3746278	0.32646978	0.24819463	0.21041346	0.2696476	0.25037074	0.6109723	0.52638793
bcn_bin_84_1	0	0	0.081368394	0	0	0	0	0	0	0	0.91411173	0.8270553	0	0	0	0	0.07645869	0.07426323	0	0	0.4161258	0.38645092	0.12057378	0.10640699	0.075732484	0	0	0	0.36427367	0.3325702	0	0	0	0	0	0	1.3343283	1.2224823	0	0	0	0	0	0	3.6641064	3.3206282	0	0	0	0	0	0	0.23607396	0.21514003	0	0
bcn_bin_85	0.29818702	0.26241255	0.4837552	0.42564693	0.13469577	0.11037608	0.09012118	0.07503524	0.16573818	0.13451388	0.16991587	0.1509681	0.13626187	0.11759656	0.32824415	0.29563835	0.52434784	0.47451726	0.53628016	0.4681345	0.25553566	0.22372329	0.6808875	0.591782	0.73556334	0.6891083	0.25497016	0.23458697	0.1943557	0.18640983	0.32733992	0.2930599	0.3904407	0.34430903	0	0	0.27857798	0.24751511	0.320351	0.28649104	0	0	0.7724772	0.6909484	0.6299395	0.5690007	0.2912035	0.25601262	0.39849707	0.36321554	0.20548707	0.18632402	0.3548713	0.31133646	0.51753324	0.46147048
bcn_bin_87	0.9263756	0.8386187	1.6096692	1.4558802	0.25429687	0.21721596	0.18285264	0.1651292	0	0	0.97667927	0.8755706	0	0	0.14382865	0.13085811	1.4924417	1.3332714	0.23469876	0.18846795	0.76767445	0.698164	0.7871688	0.70475405	1.8451778	1.7346109	0.23773408	0.21370728	0.54197216	0.48368865	0.67644554	0.5651005	1.2374481	1.1247759	0	0	1.3251388	1.184808	0.84795517	0.7715362	0	0	0.32413658	0.3036725	3.1634626	2.941576	0.6153969	0.52624077	0.55633533	0.47905102	0.2105502	0.17492536	1.2295222	1.1108702	1.1353934	1.0207479
bcn_bin_97	2.2654014	2.0403206	5.277984	4.771916	2.1970205	1.9540373	2.3125663	2.0647418	0	0	1.8201315	1.6605307	0	0	0	0	1.2322049	1.1280408	0	0	2.2902536	2.1153567	6.1928906	5.6703014	2.1758935	1.9705592	0	0	0.7862467	0.73358685	2.2675352	2.0723746	1.6691272	1.5116892	0.58563524	0.514518	1.1237483	0.9906717	0.33494857	0.30563748	3.5086412	3.1808128	0	0	0.7144308	0.6479629	0	0	2.1040416	1.8794678	0	0	1.5817657	1.4259883	0.23093583	0.1998224
bcn_bin_99_1	0.10795699	0.09158615	0.66198117	0.60728884	0.31214762	0.28595737	0.41139212	0.3686322	0.12745476	0.11229756	0.2796804	0.24936795	0.11248759	0.09499552	0.28349158	0.2562502	0	0	0.23061822	0.21631551	0.2844434	0.26826176	1.9454876	1.7919512	0.18166605	0.1661615	0	0	0.63330364	0.5585028	0.5251247	0.48412624	0.18984336	0.17833424	0.34020936	0.31063586	0.13650578	0.1189323	0.27558762	0.23622029	0.09338805	0.07866951	0	0	0	0	0.30979457	0.2753107	1.2143387	1.1092823	0.100601435	0.08731269	0.19390176	0.17601146	0.1821883	0.16329283
bcn_bin_9_1	0.24208237	0.18952884	0.58094805	0.5328704	1.0003129	0.8904092	1.3704047	1.1776235	0.24320528	0.21198301	1.4314882	1.281274	0.23029046	0.1857349	0.47177908	0.3963765	0.3904047	0.34958577	0.25238344	0.2135907	0.37177426	0.33459368	1.4648007	1.3437281	0.58684003	0.5313762	0	0	0.5216183	0.49465454	0.34084073	0.29964542	0.34765399	0.32091323	0.37540528	0.3373484	0.5220958	0.46437937	0.40824422	0.3730994	0.6871864	0.6062665	0	0	0.34997675	0.33200577	0.39103666	0.34925717	1.5838163	1.3895744	0	0	0.25644085	0.23841874	0.4224027	0.36856452
bco_bin_1	2.1556942	1.9696658	1.7178416	1.545716	0.8959256	0.8055524	0.7183578	0.63192576	0	0	0.4750506	0.42523605	0	0	0	0	0.75125915	0.6872041	0	0	0	0	0.5339627	0.4783807	0.76651025	0.69120646	0	0	0.114585	0.09412795	1.3951738	1.2489195	0.074133106	0	0	0	0.2592519	0.234946	0	0	0.15054464	0.12910622	0.12844318	0.11033072	1.0141841	0.9345853	0.38572687	0.34043232	0	0	0	0	0.85643214	0.791708	1.1109648	0.997491
bco_bin_101	0	0	0	0	0	0	0	0	0	0	0.3180005	0.30672815	0	0	0.118860215	0.10286362	0.14350522	0.14177968	0.23918527	0.22667305	0.7228449	0.67998743	0.098659955	0.079953946	0.6610396	0.61219996	0	0	0.36454776	0.3079429	0	0	0.63236535	0.56553787	0	0	0.2609139	0.23830253	0	0	0	0	0	0	0.5442118	0.49245542	0	0	1.6724907	1.5472336	0.114341	0.09993391	0.14933327	0.14154802	0	0
bco_bin_102_1	0	0	0	0	0.33494893	0.3183657	0.46926937	0.4079501	0.2787545	0.2720377	0.12783305	0.09779784	0.2628016	0.23477699	0.5496032	0.5397518	0	0	0.19704302	0.17539276	0	0	1.9976705	1.772557	0.10516861	0.09134989	0	0	0	0	0.3456929	0.32526058	0.14735962	0.14493886	0	0	0	0	0.3452584	0.33142525	0	0	0.09236868	0.076271154	0	0	0.56192595	0.50257	0.6562395	0.6154866	0.14796367	0.13189703	0.080246404	0	1.007796	0.90362716
bco_bin_104_1	1.6929896	1.5512875	2.3635612	2.1582232	0	0	0	0	0	0	0.067518145	0	0	0	0	0	0.4548158	0.39767677	0	0	0.12145258	0.10908105	0	0	0.63580805	0.5873948	0	0	0	0	0.4246229	0.37043902	0.16769989	0.14695092	0.49321264	0.45415676	0	0	0	0	3.1363342	2.8599946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_105_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.725127	8.057635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_106_1	1.924551	1.7270572	3.0933676	2.8879592	0.40523338	0.35384065	0.49957186	0.4374723	0	0	0.7766904	0.69662386	0	0	0	0	0.7986749	0.7383027	0	0	1.4716593	1.368894	1.5631661	1.418344	1.0946988	1.0343438	0	0	0.7106583	0.6409028	3.8431072	3.5462828	0.3193716	0.29463658	0.9160623	0.83218116	0.91032654	0.8470844	0.2550132	0.21192113	0.5088856	0.4657912	0.16535462	0.14472193	0.92451936	0.8421747	0.6666246	0.6056749	0	0	0	0	2.7611597	2.5330327	0.47576648	0.42933285
bco_bin_107	1.3032355	1.1971262	1.5144234	1.3428994	0.89633965	0.81806934	0.9281501	0.8211045	0	0	0.2795905	0.252808	0	0	0	0	0.4254514	0.39449152	0	0	0.07137707	0	0.5652878	0.53834814	0.36426717	0.33550352	0	0	0.088922754	0	1.3165443	1.1811322	0	0	0.3531721	0.32922956	0	0	0	0	0.429762	0.37252682	0	0	0	0	0.09686347	0.07612371	0	0	0	0	0.96193135	0.880567	0.14997256	0.13491477
bco_bin_108_1	0.76390225	0.6943932	1.579136	1.4423767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.992293	2.7951832	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_109	4.9661193	4.5241165	7.844432	7.2057705	0.06131135	0	0.10665446	0.092393056	0	0	0.25175017	0.22879203	0	0	0	0	1.1677626	1.0580924	0	0	0.13839279	0.10980199	1.7673478	1.6302358	1.0571337	0.9816988	0	0	0.36592874	0.3236362	1.1226567	1.0066755	0.29128414	0.26336348	0.14633171	0.12879956	0.5645317	0.49550813	0	0	1.8580452	1.6856148	0	0	0.8459839	0.7794327	0	0	0.103020646	0.080554575	0	0	0.7158247	0.63716316	0.22777891	0.20078756
bco_bin_11	0.11210806	0.097137436	0.19765414	0.16848272	0	0	0	0	0	0	0	0	0	0	0	0	0.47464165	0.4533048	1.0780696	0.98920107	0	0	0	0	0.46948937	0.4295089	0.27852285	0.25116068	0	0	0	0	0.15267955	0.1377697	0	0	0.13830967	0.12299933	0.10861192	0.09683979	0	0	1.064224	0.9943923	0.40166244	0.3527507	0.12229691	0.100711115	0	0	0	0	0	0	0	0
bco_bin_111	1.3578651	1.233422	1.7754747	1.6133763	0	0	0	0	0	0	0	0	0	0	0	0	0.5420791	0.47540078	0	0	0	0	0.9424194	0.85167366	0.22153433	0.20788652	0	0	0.18627456	0.17149782	8.814698	8.073261	0	0	1.1976238	1.0885626	0	0	0.08558922	0	0.07587586	0	2.1586018	1.9875377	0.0740381	0	1.1113219	1.0167336	0	0	0	0	1.681165	1.5395858	0.08019179	0
bco_bin_112	2.567436	2.3074226	4.049789	3.6741278	0.31550196	0.27493212	0.36838454	0.32421342	0	0	0.16700724	0.14901625	0	0	0	0	1.4508615	1.3299974	0	0	0.13294432	0.11564789	4.189863	3.764915	1.6171868	1.4856505	0	0	0.12489361	0.10932429	2.2515535	2.0632677	0.2316067	0.20467632	1.9090163	1.7227081	0.16359575	0.1492785	0	0	6.370482	5.8410625	0	0	0.35006127	0.3083532	0	0	0.10750121	0.08984682	0	0	0.21272376	0.1844229	0.07981055	0.07034637
bco_bin_113	0	0	0	0	0.41828233	0.3774407	0.3601994	0.33141387	0	0	0.6171794	0.553088	0	0	0.06243899	0	0	0	0	0	0.23876764	0.21727967	4.4433885	4.0731525	0.1274106	0.112995885	0	0	0.23832835	0.21197578	0.8099118	0.75170463	0	0	0	0	0.1933085	0.16666701	0.7093982	0.62771153	0	0	0	0	0.20193064	0.16919035	0.9061964	0.8114632	0.24011123	0.20716314	0	0	0.15195325	0.12642264	1.8692479	1.6774377
bco_bin_115	0.39828053	0.35375383	0.9433241	0.8694764	0.21113531	0.19390994	0.20682098	0.18108314	0	0	0.16930139	0.14219877	0	0	0	0	0.52357674	0.47906345	0.284424	0.25632343	0.10348251	0.08511582	2.175423	1.9761361	0.3316421	0.3064732	0.07292739	0	0	0	3.2181125	2.9237323	0.15463161	0.13768092	0.35463595	0.3218353	0.25043976	0.22332512	0.9637448	0.89042515	0.10901345	0.089209795	4.297015	3.9458559	0.82504493	0.7670173	1.7143567	1.5670182	0	0	0	0	0.48230898	0.44117156	1.6397657	1.4768592
bco_bin_116	0.7866365	0.7102868	2.2409327	2.066128	0.1795047	0.15480742	0.19384384	0.15708587	0	0	0	0	0	0	0	0	0.7706673	0.67386097	0	0	0.14519769	0.11532096	0.07493335	0.06841088	0.36795515	0.33098218	0	0	0	0	0.3541966	0.3336624	0	0	0	0	0	0	0	0	2.8082297	2.5652657	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_117	0.5900552	0.5294018	1.157073	1.0398954	0.3843721	0.33645114	0.35402125	0.31057313	0	0	0.26863742	0.2340581	0	0	0	0	0.27066872	0.24672304	0	0	0.38568002	0.35075456	1.0593944	0.9689426	0.66062707	0.60982287	0	0	0.41451564	0.38967508	0.4548415	0.40646735	0.39303887	0.36310545	0	0	0.2273644	0.19769305	0.10958226	0.08337214	0.13912071	0.11764643	0	0	0.2548059	0.22883824	0.16364597	0.13233863	0.6331003	0.58474046	0	0	0.52037615	0.4720306	0.24470513	0.21749336
bco_bin_118	0.4216855	0.38279918	0.87809724	0.79274774	0.46211153	0.41156211	0.38853478	0.3365964	1.651245	1.4798207	1.2954814	1.1678447	1.465482	1.3302171	2.83725	2.5698626	1.0975187	0.9904201	5.3399105	4.7963943	1.5965698	1.4636633	1.119633	0.99744976	1.8873113	1.7373694	0.9544725	0.8548095	0.95107883	0.8267297	0.18174271	0.15828156	1.9755268	1.7891544	0	0	1.138233	1.0364283	0.7105035	0.6456422	0	0	0.827367	0.7648224	2.137128	1.9135578	0.27059966	0.23593348	1.7924293	1.5701905	1.7161611	1.5221391	0.65764743	0.58419085	1.4126838	1.2593625
bco_bin_123	0.18502031	0.16870607	0.2612966	0.23024592	0.134602	0.12147934	0.13244417	0.11971355	0.5108359	0.44164345	1.1926761	1.1129032	0.45179448	0.39235854	0.90937173	0.8409417	0.5790237	0.54313284	2.7642562	2.5014617	1.6410004	1.5076274	0.14739749	0.13611867	0.97413576	0.9099784	0.4280686	0.3899535	0.9286676	0.85353976	0	0	0.6852997	0.6380118	0	0	1.2193748	1.1009504	0.19599831	0.17312166	0	0	0.5189297	0.47135702	2.8380308	2.5667214	0.14330937	0.12570158	0.687156	0.61684173	0.5832525	0.5204429	0.4639692	0.42055765	0.15938921	0.14444467
bco_bin_125_1	4.278915	3.871058	8.067016	7.3450227	0	0	0	0	0	0	0	0	0	0	0	0	1.1777958	1.0856297	0	0	0	0	0	0	0.11666161	0.100436665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0671	4.650201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_128	3.865698	3.5326724	7.685339	6.9829326	0	0	0	0	0	0	0	0	0	0	0	0	2.0926704	1.9168762	0	0	0	0	0	0	0.8567921	0.79073143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6331371	1.495102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_129	3.0883799	2.7829864	4.9990983	4.537195	2.9053633	2.642259	3.1249213	2.6873837	0	0	1.1952407	1.101807	0	0	0	0	0.6907094	0.6062564	0	0	0.3448366	0.30170095	2.7517822	2.5019946	0.9706816	0.8716867	0	0	0.21563184	0.19593231	1.0059994	0.92830527	0.32977533	0.3018835	0.47513974	0.40181315	0.7258841	0.65704626	0	0	1.2078596	1.1154244	0	0	0.70144475	0.6536063	0	0	0.10381889	0.079913825	0	0	1.201835	1.0739671	0	0
bco_bin_130	2.5432167	2.32151	4.899153	4.4485908	0	0	0.06742087	0	0	0	0	0	0	0	0	0	1.0865589	0.9968203	0	0	0	0	0.9847509	0.8998757	0.50397366	0.45511335	0	0	0	0	2.015981	1.8384299	0	0	0.24176721	0.21631132	0.21099783	0.20609738	0.18808275	0.16921464	0.29557565	0.27929187	0.22094297	0.21482545	0.55271536	0.50859517	0.2653421	0.25071642	0	0	0	0	0.76853555	0.6842623	0.379384	0.3389615
bco_bin_134_1	0	0	0.09445899	0.07839214	0	0	0	0	0.7626118	0.69556373	0.086524755	0.077706784	0.6856835	0.6195769	1.3913884	1.2918175	0	0	0.38968152	0.35908735	0.102766216	0.0958137	0.57251036	0.49549523	0	0	0	0	0.10774997	0.09611927	0.10628661	0.085362606	0	0	0	0	0	0	0.12201247	0.1106243	0	0	0	0	0	0	0.10792555	0.09726638	0.8120322	0.75081766	0.82024777	0.730871	0	0	0.164557	0.15574048
bco_bin_135	0.7211031	0.67433566	1.4194695	1.329402	0.8761099	0.7745607	0.97741866	0.86241543	0.42964026	0.36909804	0.79644054	0.72741723	0.36158067	0.32432556	0.7618743	0.7007175	0.6855283	0.6032621	1.149201	1.027116	0.6439209	0.5884405	3.1738539	2.9067755	0.9394913	0.87476873	0.18448287	0.15995003	0.6518719	0.5800785	1.4730655	1.3096508	0.54235756	0.48236188	0.16140221	0.13231492	0.6011047	0.54108965	0.67199254	0.5653976	0.14169921	0.12386694	0.69956815	0.6013125	0.9040629	0.8084457	0.84256077	0.75821507	0.96426696	0.85770035	0.15949795	0.14163166	0.8532631	0.75520355	1.2875202	1.1577699
bco_bin_136	0.88270736	0.80403435	1.7957052	1.6503283	0.37755013	0.34483007	0.5521386	0.49143705	0.11400053	0.08906729	0.7208795	0.64542496	0.09625553	0.07474429	0.24736498	0.21301553	0.6794139	0.6084828	0.29836774	0.2632317	1.0623229	0.97374636	1.5448632	1.4145342	0.7358204	0.6649467	0	0	0.8825391	0.8019161	4.333275	3.8911116	0.14697994	0.1416692	1.053449	0.9682018	0.59805703	0.53678596	0.20694843	0.1827983	0.52485144	0.4846012	1.1268108	1.0588919	0.57575923	0.5357013	0.7586401	0.7038071	0.08478	0.07339325	0	0	1.7667975	1.5890471	0.5399998	0.4836204
bco_bin_137	2.3958638	2.137815	3.9064512	3.5524268	0	0	0	0	0	0	0	0	0	0	0	0	0.44192502	0.4041494	0	0	0	0	0	0	0.7628134	0.7037394	0	0	0	0	0.22322096	0.2115017	0.27745783	0.24106777	0	0	0	0	0	0	2.560878	2.358732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_139	0.14766507	0.12045248	0.2747457	0.24670288	0.38898087	0.3537591	0.4061768	0.37225285	0	0	0.27908692	0.25681585	0	0	0.11074723	0.09476535	0	0	0.15992229	0.13955785	0.12986673	0.11305112	0.96177983	0.87916285	0.18337776	0.17080617	0	0	0.1658732	0.14349431	0.28392112	0.2562656	0.13945109	0.12663613	0.19759308	0.17351077	0.1354956	0.114803895	0.12231743	0.1126223	0	0	0	0	0	0	0.09410799	0.08642767	0.44332144	0.39775416	0	0	0.22922276	0.2013427	0.15643226	0.13042134
bco_bin_14	0	0	0.09414962	0.07991593	0.20407818	0.18817672	0.20636721	0.18320513	0.62843436	0.5744712	0.6977455	0.6460562	0.5545228	0.50686747	1.1494541	1.0530342	0.16225712	0.15696408	2.228263	2.0761905	1.4214027	1.3218656	2.3128002	2.1120944	0.93204963	0.87443596	0.19595699	0.1640784	0.4453676	0.4086443	0.637437	0.58354086	1.0812407	0.9972468	0	0	0.33868235	0.29917628	1.125479	1.0482355	0	0	0.2912223	0.25564638	0.48677066	0.42357492	0.71930325	0.6473946	1.9671881	1.7721962	1.01358	0.9185893	0.37284276	0.33312047	1.8231633	1.670419
bco_bin_143	0.86072177	0.7619573	1.7167568	1.5482607	1.7670182	1.595167	1.6927435	1.4901369	3.1893744	2.9295483	2.419437	2.2169862	2.9604075	2.650712	5.5372376	4.9978056	0.72286433	0.6560503	5.916985	5.3484836	1.9812688	1.8443242	7.1608834	6.5867257	2.325038	2.1882172	0.95112723	0.861597	1.2334144	1.0930519	4.2025065	3.9077725	2.2952614	2.111081	0.91170156	0.77947205	0.98424107	0.89397085	1.6984944	1.57542	0.31622788	0.29485714	1.9964875	1.7892948	0.9183392	0.83040035	2.0324461	1.8199359	4.2485886	3.819909	2.4794443	2.1965392	2.236767	2.0359647	2.998736	2.6895745
bco_bin_145	0.087954365	0.081500486	0.20799385	0.18722972	0.16066249	0.13578843	0.10577466	0.09773025	0.29745966	0.28412285	0.34165707	0.31371677	0.2709631	0.24004996	0.57356966	0.5275314	0.35425058	0.32206324	1.4621892	1.3440208	0.38357487	0.36704013	0.45977202	0.4155965	0.52593416	0.49053752	0.3165647	0.2837695	0.26802728	0.25377256	0.081233785	0	0.46113497	0.42040178	0	0	0.34778914	0.31640568	0.29513213	0.25370356	0	0	0.5541777	0.486155	0.6296387	0.5859587	0.18052934	0.16113742	0.61499023	0.5516407	0.41928238	0.37314528	0.2014651	0.1789594	0.52550465	0.4698491
bco_bin_146_1	0.068986855	0	0.1686407	0.13453725	0.2204781	0.1957047	0.19205908	0.16581883	0.23665254	0.20238176	0.4202526	0.38383433	0.19836356	0.18279275	0.45598358	0.3972713	0.116719656	0.09713339	0.46878254	0.41845188	0.31823388	0.30519605	1.6001382	1.429895	0.16972639	0.14845198	0.13828921	0.11346772	0.25802505	0.2219473	0.84237355	0.76979387	0	0	0	0	0.2124898	0.20202287	0.31474388	0.2757199	0	0	0.5882709	0.566751	0.3559427	0.3337742	0.5722798	0.52317405	0.1826008	0.17697814	0.112919606	0.090591215	0.42941964	0.38885453	0.58238083	0.50814587
bco_bin_147	1.9468887	1.7792677	5.3019457	4.7922397	0	0	0	0	0	0	0	0	0	0	0	0	3.0459316	2.824192	0	0	0	0	0	0	1.9382448	1.7758732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.993732	6.407012	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bco_bin_148_1	1.514827	1.355508	2.2766862	2.0627134	0.12011285	0.10908145	0.16066824	0.13727292	0	0	0	0	0	0	0	0	0.21628362	0.19505243	0	0	0	0	1.3387929	1.2727646	0	0	0	0	0	0	0.102951825	0.09386852	0	0	0	0	0.086664476	0.081585854	0	0	0.47041366	0.418748	0	0	0.075827114	0	0	0	0	0	0	0	0.16493723	0.13329022	0	0
